Question,Answer,Topic,Tags
What are the advantages of `pg_dump` Custom Format (`-F c`) over Plain Text (`-F p`)?,"<b>ANSWER:</b> Compression, flexibility, and selective parallel restoration.<br><br>• Automatically compressed by default (saves disk space).<br>• Can be restored using `pg_restore`.<br>• Allows selective table/schema restoration without editing SQL files.<br>• Supports multi-job parallel restoration via `pg_restore -j <cores>`.",Backup & Recovery,edb_postgres backup pg_dump custom_format
How do you dump only the data of a specific schema using `pg_dump`?,<b>ANSWER:</b> Combine the `-n` (schema) and `-a` (data-only) flags.<br><br><b>The Command:</b><br><code>pg_dump -U postgres -d edbstore -n edbuser -a -F c -f edbuser_data.dump</code>,Backup & Recovery,edb_postgres backup pg_dump schema data
Why would you use `--disable-triggers` during a `pg_dump` or `pg_restore`?,"<b>ANSWER:</b> To prevent cascading trigger execution during bulk restoration.<br><br>If tables have triggers that compute totals or insert audit rows, running them on millions of restored rows will drastically slow down the restore and duplicate audit entries. `--disable-triggers` turns them off during data copy.",Backup & Recovery,edb_postgres backup pg_dump triggers
What does `pg_dumpall -g` (or `--globals-only`) dump?,"<b>ANSWER:</b> Cluster-wide global objects only.<br><br>It exports cluster-level definitions that exist outside individual databases: (1) Roles, users, and passwords, and (2) Tablespace definitions. It dumps zero table or schema data.",Backup & Recovery,edb_postgres backup pg_dumpall globals
How do you perform a parallel restore using `pg_restore`?,"<b>ANSWER:</b> Use the `-j` (jobs) flag on a directory or custom archive dump.<br><br><b>The Command:</b><br><code>pg_restore -U enterprisedb -d target_db -j 4 /path/to/dump_dir</code><br><br>Restores multiple tables and indexes concurrently using 4 worker threads, reducing restore time drastically.",Backup & Recovery,edb_postgres backup pg_restore parallel
What is `COPY ... WITH (FREEZE)` and when should a DBA use it?,"<b>ANSWER:</b> Freezes rows during initial bulk insertion into newly created tables.<br><br><b>The SQL:</b><br><code>COPY my_table FROM '/data/file.csv' WITH (FORMAT csv, FREEZE);</code><br><br>Pre-freezes tuples with frozen XIDs, eliminating the need for future VACUUM freeze passes on those rows. Must be run in the same transaction that created or truncated the table.",Data Loading,edb_postgres data_loading copy freeze
What file in `$PGDATA` tells Postgres 12+ to start in Standby (Replica) mode?,"<b>ANSWER:</b> `standby.signal`<br><br>In Postgres 12 and newer, `recovery.conf` was removed. Creating an empty file named `standby.signal` in the cluster data directory tells Postgres to start in read-only standby mode and stream WAL from the Primary.",Replication & HA,edb_postgres replication standby_signal
What parameter in `postgresql.conf` configures how a standby connects to its primary?,<b>ANSWER:</b> `primary_conninfo`<br><br><b>Example:</b><br><code>primary_conninfo = 'host=192.168.1.10 port=5444 user=repuser password=secret'</code><br><br>Also pair with `primary_slot_name = 'standby_1_slot'` to associate connection with a replication slot.,Replication & HA,edb_postgres replication primary_conninfo
How do you promote a Postgres Standby server to become the new Primary server?,"<b>ANSWER:</b> Using `pg_ctl promote` or the SQL function `pg_promote()`.<br><br><b>CLI:</b><br><code>pg_ctl promote -D /var/lib/edb/as17/data</code><br><br><b>SQL:</b><br><code>SELECT pg_promote();</code><br><br>Postgres finishes replaying remaining WAL, removes `standby.signal`, switches WAL timeline, and begins accepting writes.",Replication & HA,edb_postgres replication promote failover
What is Cascading Replication in Postgres?,<b>ANSWER:</b> A standby server streaming WAL to other standbys rather than from the primary.<br><br>Primary -> Standby 1 (Relay) -> Standby 2 & Standby 3.<br>This relieves network and CPU load on the Primary server when deploying many read replicas across multiple data centers.,Replication & HA,edb_postgres replication cascading
"What does the `pg_test_fsync` utility do, and why should a DBA run it?","<b>ANSWER:</b> Benchmarks the fastest and safest `wal_sync_method` for your specific hardware/OS.<br><br>It tests various system calls (e.g., `fdatasync`, `open_datasync`, `fsync`, `fsync_writethrough`). The Linux default is typically `fdatasync`. Running this helps choose the optimal setting in `postgresql.conf` to maximize write throughput.",Performance Tuning,edb_postgres tuning pg_test_fsync wal
"What is the `hstore` extension in Postgres, and when is it used?","<b>ANSWER:</b> A key-value pair data type within a single Postgres column.<br><br><b>The SQL:</b><br><code>CREATE EXTENSION IF NOT EXISTS hstore;</code><br><code>CREATE TABLE config (id serial, properties hstore);</code><br>Useful for semi-structured data where attributes change frequently without needing schema alterations. (Predecessor to JSONB).",Extensions,edb_postgres extensions hstore nosql
How does `constraint_exclusion` affect query planning on partitioned tables?,"<b>ANSWER:</b> Enables the planner to skip partitions based on CHECK constraints.<br><br>• <code>partition</code> (default): Enables partition pruning for partitioned tables.<br>• <code>off</code>: Disables constraint exclusion, forcing the planner to scan ALL child partitions even when WHERE clauses prove rows cannot exist there.<br>• <code>on</code>: Examines constraints on all tables (adds planner overhead).",SQL Tuning,edb_postgres tuning partitioning constraint_exclusion
How do you detect which indexes in a database are never used?,"<b>ANSWER:</b> Inspect the `idx_scan` column in `pg_stat_user_indexes`.<br><br><b>The SQL:</b><br><code>SELECT schemaname, relname, indexrelname, idx_scan <br>FROM pg_stat_user_indexes <br>WHERE idx_scan = 0;<br></code><br>Indexes with 0 scans consume disk space and slow down INSERT/UPDATE operations, and should be considered for removal.",Maintenance,edb_postgres maintenance indexes pg_stat_user_indexes
How do you log every temporary disk file created by queries spilling to disk?,<b>ANSWER:</b> Set `log_temp_files` in `postgresql.conf`.<br><br><b>Setting:</b><br><code>log_temp_files = 0</code><br><br>`0` logs all temporary files (with size). A positive number (e.g. `10240`) logs files larger than that size in KB. Essential for identifying queries that exceed `work_mem` and spill sorting/hashing to slow disk.,Performance Tuning,edb_postgres tuning work_mem temp_files
"Explain the three Pool Modes in PgBouncer: Session, Transaction, and Statement.","<b>ANSWER:</b> Determines how long a client holds a backend Postgres connection.<br><br>1. <b>Session:</b> Connection held until client disconnects. Safest, but lowest concurrency.<br>2. <b>Transaction (Most Popular):</b> Connection held only for the duration of a single `BEGIN...COMMIT`. Returns to pool immediately after. (Cannot use prepared statements or LISTEN/NOTIFY).<br>3. <b>Statement:</b> Connection held for a single query. Multi-statement transactions not allowed.",High Availability,edb_postgres pgbouncer pooling architecture
Why is an 'idle in transaction' session dangerous for a Postgres database?,"<b>ANSWER:</b> It holds locks and halts table VACUUM progress.<br><br>An uncommitted transaction holds its snapshot and `xmin` transaction horizon. Even if idle, it prevents autovacuum from cleaning dead tuples across the entire database generated after that transaction began, causing catastrophic table and index bloat.",Troubleshooting,edb_postgres troubleshooting vacuum bloat idle_in_transaction
How do you automatically terminate sessions left 'idle in transaction'?,"<b>ANSWER:</b> Configure `idle_in_transaction_session_timeout`.<br><br><b>In postgresql.conf:</b><br><code>idle_in_transaction_session_timeout = '5min'</code><br><br>If an open transaction sits idle without committing or rolling back for 5 minutes, Postgres forcefully terminates the backend connection, releasing all locks and unblocking VACUUM.",Configuration,edb_postgres config troubleshooting timeout
"What is the difference between `ROW_NUMBER()`, `RANK()`, and `DENSE_RANK()`?","<b>ANSWER:</b> How ties (identical values) are ranked.<br><br>Suppose three employees tie for 2nd place:<br>• <code>ROW_NUMBER()</code>: Arbitrarily assigns unique numbers (1, 2, 3, 4).<br>• <code>RANK()</code>: Assigns same rank with gaps after (1, 2, 2, 4).<br>• <code>DENSE_RANK()</code>: Assigns same rank without gaps after (1, 2, 2, 3).",Advanced SQL,edb_postgres sql window_functions ranking
How do `COALESCE` and `NULLIF` handle NULL values in SQL?,"<b>ANSWER:</b> Value substitution vs Null generation.<br><br>• <code>COALESCE(a, b, c)</code>: Returns the first non-null argument. If `a` is null, returns `b`.<br>• <code>NULLIF(a, b)</code>: Returns NULL if `a == b`, otherwise returns `a`. (Often used to prevent division by zero: `total / NULLIF(count, 0)`).",SQL Fundamentals,edb_postgres sql null coalesce nullif
What is the `pg_trgm` extension and why is it used for text search?,<b>ANSWER:</b> Trigram matching for fast pattern matching and similarity.<br><br>Standard B-Tree indexes cannot index wildcards like `LIKE '%pattern%'`. `pg_trgm` breaks text into 3-letter trigrams and uses a <b>GIN index</b> to make leading-wildcard text searches blazing fast:<br><code>CREATE INDEX idx_trgm ON users USING gin (name gin_trgm_ops);</code>,Extensions,edb_postgres extensions pg_trgm gin search
What is the `dblink` extension in Postgres?,"<b>ANSWER:</b> Executes queries on remote Postgres databases from within a local session.<br><br><b>The SQL:</b><br><code>SELECT * FROM dblink('host=remotedb user=rep dbname=test', 'SELECT id, name FROM users') AS t(id int, name text);</code><br><br>(For modern workloads, `postgres_fdw` is preferred as it conforms to SQL standard Foreign Data Wrappers).",Extensions,edb_postgres extensions dblink fdw
What is an Expression Index (Functional Index)?,"<b>ANSWER:</b> An index built on the result of an expression or function rather than a raw column.<br><br><b>The SQL:</b><br><code>CREATE INDEX idx_lower_email ON users (LOWER(email));</code><br><br>If a user queries `WHERE LOWER(email) = 'test@example.com'`, Postgres will use the index. Without the expression index, it would be forced to run a full table scan.",Advanced Indexing,edb_postgres indexing expression lower
How do UNIQUE indexes handle multiple NULL values in Postgres?,"<b>ANSWER:</b> By default, multiple NULLs are permitted.<br><br>In SQL standard, `NULL != NULL`. Therefore, a standard UNIQUE constraint allows infinite NULL values.<br>In Postgres 15+, you can enforce `UNIQUE NULLS NOT DISTINCT` to treat NULLs as equal and disallow duplicate NULL entries.",Advanced Indexing,edb_postgres indexing unique nulls
What catalog table stores the physical data types and schemas in Postgres?,"<b>ANSWER:</b> `pg_type` and `pg_namespace`.<br><br>• <code>pg_namespace</code>: Stores all schemas and their owners.<br>• <code>pg_type</code>: Stores all data types (built-in types like `int4`, `varchar`, and user-defined enums, composites, domains).",Storage & Catalogs,edb_postgres catalogs pg_namespace pg_type
What is the difference between an AccessExclusiveLock and a RowShareLock?,"<b>ANSWER:</b> Full table lock vs non-blocking row read.<br><br>• <b>AccessExclusiveLock:</b> Acquired by `DROP TABLE`, `TRUNCATE`, `ALTER TABLE`. Blocks EVERYTHING (reads, writes, other locks).<br>• <b>RowShareLock:</b> Acquired by `SELECT ... FOR SHARE`. Allows concurrent reads and writes, only conflicting with exclusive table locks.",Architecture & Locking,edb_postgres architecture locking locks
How do you check cache hit ratio across the entire database?,"<b>ANSWER:</b> Query `pg_stat_database`.<br><br><b>The SQL:</b><br><code>SELECT datname, <br>  round(100.0 * blks_hit / (blks_hit + blks_read), 2) AS cache_hit_ratio <br>FROM pg_stat_database <br>WHERE blks_hit + blks_read > 0;</code><br><br>In healthy production OLTP systems, this ratio should ideally exceed 99%.",Database Monitoring,edb_postgres monitoring cache_hit_ratio
What is `synchronous_commit` and what are its levels?,"<b>ANSWER:</b> Controls how eagerly WAL must be flushed before reporting COMMIT success.<br><br>• <code>on</code> (default): Waits for local WAL to flush to disk.<br>• <code>off</code>: Asynchronous commit. Returns immediately; up to `3 * wal_writer_delay` of data can be lost in a crash, but write throughput spikes 3x.<br>• <code>remote_write</code> / <code>on</code> / <code>remote_apply</code>: Governs replication standby guarantees.",Architecture,edb_postgres architecture wal synchronous_commit
What is the purpose of the `pg_stat_statements_reset()` function?,"<b>ANSWER:</b> Resets all accumulated query statistics in `pg_stat_statements`.<br><br><b>Usage:</b><br><code>SELECT pg_stat_statements_reset();</code><br><br>DBAs run this before benchmarking, after a deployment, or when investigating a newly emerging performance degradation to clear old historical data.",Database Monitoring,edb_postgres monitoring pg_stat_statements reset
What is the difference between `statement_timeout` and `lock_timeout`?,<b>ANSWER:</b> Total query duration vs time waiting to acquire a lock.<br><br>• <code>statement_timeout</code>: Aborts any statement that takes longer than the specified milliseconds from start to finish.<br>• <code>lock_timeout</code>: Aborts a statement only if it spends longer than specified trying to acquire a lock on a table or row.,Configuration,edb_postgres config timeouts locking
What are Savepoints in Postgres and how are they used?,<b>ANSWER:</b> Bookmarks inside a transaction allowing partial rollbacks.<br><br><b>The SQL:</b><br><code>BEGIN;</code><br><code>INSERT INTO orders VALUES (1);</code><br><code>SAVEPOINT sp1;</code><br><code>INSERT INTO orders VALUES (2); -- crashes!</code><br><code>ROLLBACK TO SAVEPOINT sp1; -- rolls back row 2 only</code><br><code>COMMIT; -- row 1 is safely committed</code>,SQL Primer,edb_postgres sql transactions savepoint
Explain the three Transaction Isolation Levels supported by PostgreSQL.,"<b>ANSWER:</b> Read Committed, Repeatable Read, and Serializable.<br><br>• <b>Read Committed (Default):</b> Each query sees only data committed before that *query* started. Prevents dirty reads.<br>• <b>Repeatable Read:</b> The transaction sees only data committed before the *transaction* started. Prevents non-repeatable reads and phantom reads.<br>• <b>Serializable:</b> Full strict serializability using SSI (Serializable Snapshot Isolation). Prevents serialization anomalies.",Architecture & Transactions,edb_postgres architecture isolation acid
Can Dirty Reads occur in PostgreSQL?,"<b>ANSWER:</b> No, never.<br><br>Even if you explicitly request `SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;`, Postgres silently promotes it to `READ COMMITTED`. Due to MVCC implementation, Postgres fundamentally cannot read uncommitted dirty rows.",Architecture & Transactions,edb_postgres architecture mvcc dirty_read
What is the difference between `ON DELETE CASCADE` and `ON DELETE RESTRICT` on Foreign Keys?,<b>ANSWER:</b> Automatic child deletion vs blocking parent deletion.<br><br>• <code>CASCADE</code>: Deleting the parent row automatically deletes all matching child rows in related tables.<br>• <code>RESTRICT</code> (or `NO ACTION`): Throws a foreign key violation error and prevents deleting the parent row if child rows exist.,SQL Primer,edb_postgres sql foreign_keys constraints
What is `WITH CHECK OPTION` on a View?,"<b>ANSWER:</b> Prevents inserts or updates that would produce rows not visible in the view.<br><br><b>Example:</b> If a view is defined as <code>WHERE department = 'IT' WITH CHECK OPTION;</code>, an attempt to `INSERT INTO view VALUES ('HR')` will throw an error, preventing data that violates the view definition from being inserted.",SQL Primer,edb_postgres sql views with_check_option
What is the format and required Linux permissions for the `.pgpass` file?,"<b>ANSWER:</b> Format: `hostname:port:database:username:password`<br><br><b>Location:</b> `~/.pgpass` (or `%APPDATA%\postgresql\pgpass.conf` on Windows).<br><b>Required Permissions:</b> <code>chmod 0600 ~/.pgpass</code>.<br>If permissions allow group or world read access, Postgres client libraries will refuse to read the file for security reasons.",User Tools,edb_postgres tools pgpass authentication
What is `pg_service.conf` used for?,"<b>ANSWER:</b> Named connection profiles for Postgres clients.<br><br>Instead of specifying host, port, user, and dbname in connection strings, you define a named service in `pg_service.conf`:<br><code>[crm_prod]</code><br><code>host=10.0.0.5 port=5444 dbname=crm user=app</code><br>Clients connect simply via <code>psql service=crm_prod</code>.",User Tools,edb_postgres tools connection pg_service
Why should a DBA enable `track_io_timing`?,<b>ANSWER:</b> Measures exact disk read and write time in milliseconds.<br><br><b>In postgresql.conf:</b><br><code>track_io_timing = on</code><br><br>Adds I/O timing breakdown to `EXPLAIN (BUFFERS)` and `pg_stat_database`. Essential for determining whether slow queries are bottlenecked by CPU processing or slow storage disk latency.,Database Monitoring,edb_postgres monitoring io track_io_timing
What is `track_functions` in `postgresql.conf`?,<b>ANSWER:</b> Tracks execution count and time spent in PL/pgSQL stored procedures.<br><br>• <code>none</code> (default): Function calls are not timed.<br>• <code>pl</code>: Tracks execution times for procedural language functions.<br>• <code>all</code>: Tracks PL and SQL functions.<br>Data is visible in the <code>pg_stat_user_functions</code> system view.,Database Monitoring,edb_postgres monitoring track_functions plpgsql
What does the `pg_database` system catalog contain?,"<b>ANSWER:</b> Metadata for all databases in the cluster.<br><br>Key columns include:<br>• <code>datname</code>: Database name.<br>• <code>datdba</code>: Owner role OID.<br>• <code>encoding</code> & <code>datcollate</code>: Character set and collation rules.<br>• <code>datistemplate</code>: Whether it can be used as a template.<br>• <code>datallowconn</code>: If false, connections are rejected.",Storage & Catalogs,edb_postgres catalogs pg_database metadata
How do you view the full DDL definition of an existing index in SQL?,<b>ANSWER:</b> Query the `indexdef` column in `pg_indexes`.<br><br><b>The SQL:</b><br><code>SELECT indexdef <br>FROM pg_indexes <br>WHERE schemaname = 'public' AND tablename = 'orders';</code><br><br>Returns the complete `CREATE INDEX ...` statement including expression columns and WHERE clauses.,Storage & Catalogs,edb_postgres catalogs pg_indexes ddl
What is synchronous replication's `FIRST num (standby_names)` setting?,"<b>ANSWER:</b> Quorum-based synchronous commit across multiple standby nodes.<br><br><b>Example:</b><br><code>synchronous_standby_names = 'FIRST 2 (node1, node2, node3)'</code><br><br>Postgres waits for the first 2 standbys in priority order to confirm WAL write. Alternatively, `ANY 2 (node1, node2, node3)` uses a quorum model where ANY two confirmations unblock the commit.",Replication & HA,edb_postgres replication synchronous quorum
What is the purpose of `wal_keep_size` (formerly `wal_keep_segments`)?,<b>ANSWER:</b> Minimum volume of WAL logs retained in `pg_wal` for standbys.<br><br>Prevents the primary from deleting or recycling WAL segments before a standby has streamed them. (Note: Replication Slots are preferred because they dynamically retain exact WAL needed without fixed size caps).,Replication & HA,edb_postgres replication wal_keep_size wal
What is Logical Decoding in PostgreSQL?,"<b>ANSWER:</b> Extracting database changes from WAL into a user-friendly format (JSON, SQL, Avro).<br><br>Underlies Logical Replication, CDC (Change Data Capture) systems (like Debezium), and zero-downtime database migrations without relying on physical block replication.",Replication & HA,edb_postgres replication logical_decoding cdc
What is `hot_standby_feedback` in `postgresql.conf`?,"<b>ANSWER:</b> Informs the Primary server about active queries running on a Standby.<br><br>When queries run on a standby, if the Primary runs VACUUM and deletes old tuples that the standby query still needs, the standby query is abruptly canceled with a conflict error. `hot_standby_feedback = on` delays Primary vacuuming until standby queries finish.",Replication & HA,edb_postgres replication hot_standby_feedback conflicts
How do you extract a key value from a JSONB column in Postgres SQL?,"<b>ANSWER:</b> Using the `->` and `->>` operators.<br><br>• <code>data -> 'name'</code>: Returns value as JSON object/type.<br>• <code>data ->> 'name'</code>: Returns value as plain TEXT (essential for WHERE filters and sorting).<br>• <code>data #>> '{address, city}'</code>: Extracts nested path.",Advanced SQL,edb_postgres sql jsonb operators
What is the `GENERATE_SERIES()` function in Postgres?,"<b>ANSWER:</b> A set-returning function that produces an array/table of sequential values.<br><br><b>The SQL:</b><br><code>SELECT generate_series(1, 100); -- numbers 1 to 100</code><br><code>SELECT generate_series('2024-01-01'::date, '2024-01-31'::date, '1 day'::interval);</code><br>Frequently used for generating mock test data, date ranges, and filling reporting gaps.",SQL Primer,edb_postgres sql generate_series functions
What is the difference between `EXPLAIN` cost numbers `cost=0.00..45.00`?,"<b>ANSWER:</b> Startup Cost vs Total Cost.<br><br>• <code>0.00</code> (Startup Cost): Estimated cost to fetch the very first row. (e.g. 0 for Seq Scan, high for Sort or Hash Join).<br>• <code>45.00</code> (Total Cost): Estimated cost to return ALL matching rows from that plan node.",SQL Tuning,edb_postgres tuning explain cost
What is a Bitmap Index Scan in an EXPLAIN plan?,"<b>ANSWER:</b> A two-phase scan: Bitmap Index Scan followed by Bitmap Heap Scan.<br><br>1. <b>Bitmap Index Scan:</b> Scans index and constructs an in-memory bitmap array of target physical block pages.<br>2. <b>Bitmap Heap Scan:</b> Visited disk blocks sequentially using the bitmap, eliminating random page I/O and allowing multiple indexes to be combined via BitmapAnd / BitmapOr.",SQL Tuning,edb_postgres tuning bitmap explain
What is `statement_timeout` vs `idle_session_timeout` in Postgres 14+?,"<b>ANSWER:</b> Active query duration vs completely idle connection duration.<br><br>• <code>statement_timeout</code>: Terminates any single statement that exceeds time limit while executing.<br>• <code>idle_session_timeout</code>: Closes any connection that sits idle (doing nothing) for longer than the threshold, automatically reaping orphaned connection leaks.",Configuration,edb_postgres config timeouts connections
"What is a HOT (Heap-Only Tuple) update, and why is it crucial for performance?","<b>ANSWER:</b> Updating a row without modifying any indexed columns, keeping the new tuple on the same 8KB page.<br><br>• <b>How it works:</b> Instead of updating every index on the table, Postgres points the old tuple directly to the new tuple on the same page. Index pointers remain untouched.<br>• <b>Benefit:</b> Drastically reduces write I/O and completely eliminates index bloat.",Engine Internals,edb_postgres internals hot_update vacuum
Why does adding an index on a frequently updated column kill HOT updates?,"<b>ANSWER:</b> Because HOT requires that NO indexed column is modified by the UPDATE statement.<br><br>If even a single indexed column is altered, Postgres is forced to perform a traditional update: inserting the new tuple AND creating new pointer entries in EVERY index on the table, multiplying write I/O and bloat.",Engine Internals,edb_postgres internals hot_update indexing
How does setting table `fillfactor` enable HOT updates?,"<b>ANSWER:</b> Reserves empty space inside each 8KB data page during initial INSERTs.<br><br><b>The SQL:</b><br><code>ALTER TABLE orders SET (fillfactor = 70);</code><br><br>By default, fillfactor is 100% (pages packed completely). Lowering it to 70–80% reserves 20–30% free space on every page for future UPDATEs, guaranteeing room for HOT updates on the same page.",Engine Internals,edb_postgres internals fillfactor hot_update
What are the Visibility Map (`.vm`) and Free Space Map (`.fsm`) files?,<b>ANSWER:</b> Auxiliary storage files maintained alongside each table fork.<br><br>• <b>Visibility Map (`_vm`):</b> 2 bits per page. Bit 1: 'All-visible' (enables Index-Only Scans and lets VACUUM skip clean pages). Bit 2: 'All-frozen' (lets aggressive freeze vacuum skip pages).<br>• <b>Free Space Map (`_fsm`):</b> A binary tree tracking available bytes per page so INSERTs instantly find a target page without scanning.,Engine Internals,edb_postgres internals fsm vm storage
"What are 'Hint Bits' in a Postgres tuple header, and why do SELECTs generate write I/O?","<b>ANSWER:</b> Status flags (`HEAP_XMIN_COMMITTED`, `HEAP_XMAX_INVALID`) stamped directly on tuple headers.<br><br>When a transaction commits, Postgres marks WAL, not the row headers. The first query (even a `SELECT`) that visits those rows must check `pg_xact` to see if the creating transaction committed, and then 'stamps' the hint bits on the page, turning the page dirty and requiring a disk write.",Engine Internals,edb_postgres internals hint_bits mvcc io
What is the `pageinspect` extension used for?,"<b>ANSWER:</b> Inspecting raw disk page contents, tuple headers, and index internals using SQL.<br><br><b>The SQL:</b><br><code>CREATE EXTENSION pageinspect;</code><br><code>SELECT * FROM heap_page_items(get_raw_page('users', 0));</code><br><br>Reveals internal fields: `t_xmin`, `t_xmax`, `t_ctid`, `t_infomask`, and dead tuple fragmentation directly on disk.",Engine Internals,edb_postgres internals pageinspect forensics
How does Postgres detect silent data corruption on disk using Data Checksums?,"<b>ANSWER:</b> Storing an internal CRC checksum in every 8KB page header.<br><br>• <b>Enable:</b> At `initdb -k` time, or offline using <code>pg_checksums -e -D /path/to/data</code>.<br>• <b>Detection:</b> When Postgres reads a page from disk, it recalculates the checksum. If bit rot or controller corruption altered the page, it immediately throws a fatal error rather than returning corrupt data.",Disaster Recovery,edb_postgres corruption checksums storage
What is `pg_upgrade --link` and why is it revolutionary for multi-terabyte upgrades?,"<b>ANSWER:</b> Upgrades major Postgres versions in seconds using OS hard links.<br><br>Instead of copying terabytes of data files to the new cluster (which takes hours/days), `--link` creates filesystem hard links pointing to the existing physical files. An 8TB database can be upgraded in <b>under 1 minute</b>.",Database Upgrades,edb_postgres upgrade pg_upgrade link
What is the primary risk of using `pg_upgrade --link`?,"<b>ANSWER:</b> You cannot revert back to the old cluster once the new cluster starts modifying data.<br><br>Because both clusters share the exact same physical inodes on disk, any write to the new cluster permanently alters the old cluster's data files. Always take a pre-upgrade backup or filesystem LVM/ZFS snapshot.",Database Upgrades,edb_postgres upgrade pg_upgrade risk
What step must a DBA always run before executing `pg_upgrade`?,"<b>ANSWER:</b> Run the check mode: `pg_upgrade --check`.<br><br><b>The Command:</b><br><code>pg_upgrade -b /usr/edb/as16/bin -B /usr/edb/as17/bin -d /data16 -D /data17 --check</code><br><br>Verifies schema compatibility, data types, shared libraries, and tablespace paths with zero risk or downtime.",Database Upgrades,edb_postgres upgrade pg_upgrade check
What post-upgrade tasks must immediately be executed after `pg_upgrade` completes?,"<b>ANSWER:</b> Regenerate optimizer statistics and clean old files.<br><br>1. Run the generated script: <code>./vacuumdb --all --analyze-in-stages</code> (fast preliminary stats so initial queries don't hang).<br>2. Rebuild extension control files.<br>3. When satisfied, run <code>./delete_old_cluster.sh</code> to reclaim storage.",Database Upgrades,edb_postgres upgrade vacuumdb statistics
How do you achieve near-zero downtime during a major version upgrade using Logical Replication?,"<b>ANSWER:</b> Replicate live data between old and new version clusters concurrently.<br><br>1. Stand up new cluster running newer version (e.g. PG17).<br>2. Replicate schemas and establish Logical Replication from PG15 -> PG17.<br>3. Once lag hits 0ms, pause app writes briefly, sync sequences (`setval`), repoint connection pooler to PG17, and resume. Downtime is under 10 seconds.",Database Upgrades,edb_postgres upgrade logical_replication zero_downtime
Why must sequences be manually synchronized after upgrading via Logical Replication?,"<b>ANSWER:</b> Logical replication copies table data (INSERT/UPDATE/DELETE), NOT sequence values.<br><br>Because `nextval` calls on the publisher are not replicated across logical streams, sequence counters on the subscriber remain at initial values, causing subsequent INSERTs to fail with duplicate key violations.",Database Upgrades,edb_postgres upgrade logical_replication sequences
What is the `amcheck` extension and how do you verify index integrity?,"<b>ANSWER:</b> Validates logical and physical consistency of B-Tree index structures.<br><br><b>The SQL:</b><br><code>CREATE EXTENSION amcheck;</code><br><code>SELECT bt_index_check(c.oid, true) FROM pg_index i JOIN pg_class c ON c.oid = i.indexrelid;</code><br><br>Detects corrupted index pages, out-of-order keys, and structural damage before queries fail.",Disaster Recovery,edb_postgres corruption amcheck indexing
What is `pg_resetwal` (formerly `pg_resetxlog`) and why is it called the 'nuclear option'?,"<b>ANSWER:</b> Forces a corrupt, unstartable Postgres database to start by wiping WAL logs.<br><br>• <b>What it does:</b> Clears the write-ahead log and resets transaction IDs.<br>• <b>Severe Consequence:</b> Destroys transaction consistency. Rows committed right before the crash are orphaned, and indexes may point to non-existent data.<br>• <b>Rule:</b> Only use when no backup exists. Immediately `pg_dumpall`, re-initdb, and reload.",Disaster Recovery,edb_postgres corruption pg_resetwal disaster
What 3 configuration settings are required for Point-In-Time Recovery (PITR)?,"<b>ANSWER:</b> `restore_command`, target criteria, and `recovery_target_action`.<br><br>1. <code>restore_command = 'cp /mnt/wal_archive/%f %p'</code><br>2. <code>recovery_target_time = '2026-09-03 00:00:00 EST'</code><br>3. <code>recovery_target_action = 'promote'</code> (promotes DB to read/write when target is reached).<br>Triggered by placing an empty `recovery.signal` file in `$PGDATA`.",Disaster Recovery,edb_postgres backup pitr config
What does the `pg_archivecleanup` utility do?,"<b>ANSWER:</b> Cleans up obsolete WAL files from an archive directory.<br><br>Used with `archive_cleanup_command` on standbys or in backup automation scripts to remove WAL segments older than the current standby restart point, preventing archived WAL disks from running out of space.",Disaster Recovery,edb_postgres backup pg_archivecleanup wal
What is STONITH ('Shoot The Other Node In The Head') in High Availability clusters?,"<b>ANSWER:</b> Automated fencing that forcefully cuts power to a failed primary node.<br><br>In HA architectures (like Patroni or Pacemaker), before a standby is promoted to primary, it must guarantee the old primary cannot accept writes (preventing Split-Brain). STONITH utilizes IPMI/iLO hardware controllers to reboot or kill the old node.",High Availability,edb_postgres ha stonith split_brain
What is Data Redaction (`DBMS_REDACT`) in EDB Postgres Advanced Server?,"<b>ANSWER:</b> Dynamic on-the-fly masking of sensitive data returned by SELECT queries.<br><br>Physical table data remains unaltered and encrypted on disk. However, when non-exempt users query columns (e.g. Credit Card numbers), the data is masked (Full, Partial: `****-****-****-1234`, Random, or Regular Expression) based on application user role.",EDB Advanced Security,edb_postgres epas security dbms_redact
What is `edb_sql_protect` and what are its three operation modes?,<b>ANSWER:</b> Built-in engine protection against SQL Injection attacks.<br><br>• <code>passive</code>: Logs SQL injection attempts to server log without blocking.<br>• <code>learn</code>: Records queries executed by trusted applications into a protected profile whitelist.<br>• <code>active</code>: Actively aborts and blocks any unauthorized query structure not on the learned profile.,EDB Advanced Security,edb_postgres epas security edb_sql_protect
What is Virtual Private Database (`DBMS_RLS`) in EDB Postgres?,"<b>ANSWER:</b> Fine-grained row-level security implemented via security policies.<br><br>A security function dynamically appends a SQL `WHERE` clause (predicate) to queries executed on a table, transparently restricting users to only viewing rows belonging to their tenant, department, or clearance level.",EDB Advanced Security,edb_postgres epas security dbms_rls vpd
